tweet,class,polarity,hate,target,aggressiveness
"La Asamblea Feminista de Aranda pide colaboración y difusión para contrarrestar el apoyo a los violadores d un sector del pueblo. ♀️♀️♀️!

La cita tendrá lugar en la Plaza del Trigo de la localidad burgalesa, este sábado día 21 a las 19:00 horas https://t.co/aQ3sKWOQBO",No violence,neutral,no hateful,no targeted,no aggressive
Estoy un poco hasta el moño de que sirmpre se intente desprestigiar a la victima y se ensalze a los https://t.co/Dp9jFJKXNp menor del caso de los jugadores del Arandina parece que sea la culpable.Mientras la sociedad la castiga.Ellos se rien de todo.Violar es un chollo...,No violence,negative,no hateful,no targeted,no aggressive
@InesArrimadas viendo arder otra vez Barcelona. Esto del diálogo parece que funciona de puta madre,No violence,negative,no hateful,no targeted,no aggressive
LA VIÑETA | Greta en Madrid https://t.co/xhouXIr3Af Por @ManelFontdevila,No violence,neutral,no hateful,no targeted,no aggressive
"Puta madre por qué Greta Thunberg no es activista a favor de que echen a Ernesto Valverde a la mierda 

La puta madre hacele caras a Bartomeu bendita salvanos de este terror :(",No violence,negative,no hateful,no targeted,no aggressive
Greta Thunberg responde con humor a Jair Bolsonaro quien la llama “mocosa” https://t.co/QejGWGzryo https://t.co/OhOjNwOER9,No violence,negative,hateful,no targeted,no aggressive
Una preguntita tonta: los padre de Greta iban con ella en el catamarán o cómo han venido? O es que está sola en España? 🤔,No violence,neutral,no hateful,no targeted,no aggressive
"#Brasil | Jair Bolsonaro, llamó ""mocosa"" a la activista Greta Thunberg, después que la joven sueca condenara el asesinato de dos indígenas en la Amazonía.
Thunberg, le tomó la palabra con gracia, y la colocó en la descripción de su perfil de Twitter.

Vía AFP https://t.co/taoOJHgFip",No violence,neutral,no hateful,no targeted,no aggressive
"🔵#DIRECTO Tras hablar de las «muchas movilizaciones y pocas acciones» concluyen que «desde cierto punto de vista, no se ha logrado nada» y que «sin justicia social no habrá justicia climática» #MarchaPorElClima https://t.co/ZTLCwzBe8n https://t.co/FpsmjcqhrW",No violence,negative,no hateful,no targeted,no aggressive
"Una conocida se me ha quejado de que Greta la hace sentir tonta y yo, con la sensibilidad que me caracteriza a veces, voy y le suelto veladamente que es que a lo mejor lo es... Pero como a lo mejor lo es lo mismo no lo ha pillado.",No violence,neutral,no hateful,no targeted,no aggressive
"Bolsonaro llama ""mocosa"" a Greta Thunberg https://t.co/DQb9Aj2Jf3 #MañanasBLU https://t.co/aLxpioU20A",No violence,negative,no hateful,no targeted,no aggressive
#ENMundo Greta Thunberg llegó a la Cumbre del Clima de Madrid https://t.co/P6NtdvEbml https://t.co/7XmQ3iMmD4,No violence,neutral,no hateful,no targeted,no aggressive
"Digo yo que si el fiscal no abre diligencias contra el resto de chicos de esa carpeta del móvil, quizás esté prevaricando y permitiendo la agresion sexual sobre una menor. No podemos quedarnos solo en los jugadores de la Arandina. https://t.co/LuwotBDHcj",No violence,negative,no hateful,no targeted,no aggressive
"En @elconfidencial: 15 años de cárcel para la Manada, 38 para la Arandina: el porqué de la condena https://t.co/MffxSgdmNN",No violence,neutral,no hateful,no targeted,no aggressive
A Greta Thunberg se la puede criticar por muchas cosas pero por mucho que te caiga mal si tu forma de expresar esto es un video en el que sobrepones audio de una porno sobre su voz eres puta escoria,No violence,negative,no hateful,no targeted,no aggressive
🔵#DIRECTO Rueda de prensa de Greta Thunberg previa a la Gran Marcha por el Clima https://t.co/kCxkDIkQA1,No violence,neutral,no hateful,no targeted,no aggressive
"Bolsonaro llama ""mocosa"" a Greta Thunberg - https://t.co/zo0Wp4XqyP https://t.co/kK6DthN6St",No violence,negative,no hateful,no targeted,no aggressive
El tribunal hace justicia en el caso Arandina y el abogado de La Manada cuestiona la decisión https://t.co/7Npm5I9w9b,No violence,neutral,no hateful,no targeted,no aggressive
"Bolsonaro llama “mocosa” a Greta Thunberg. 
👉 https://t.co/hUeY7DygKB https://t.co/nyTiL1LbBv",No violence,neutral,no hateful,no targeted,no aggressive
"El abogado de La Manada dejó nublada a Sonsoles vía @periodistadigit 

https://t.co/Q0b7swBvia",No violence,neutral,no hateful,no targeted,no aggressive
"Frank Cuesta carga contra Greta Thunberg: ""Es un movimiento de vagos"" https://t.co/4XaD5uZJfr",No violence,negative,no hateful,no targeted,no aggressive
"En serio quieren al weón del pájaro Valdés? Un weón cabrón de 38 años que en un mes te tiene la cagá en el camarín, todos agarrándose a combos. Ya tuvimos suficiente con cabrones en el pasado. Ahí no más compadre.",No violence,negative,no hateful,no targeted,no aggressive
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter https://t.co/duK5gGhIDA",No violence,negative,hateful,targeted,aggressive
"@GretaThunberg no está loca
https://t.co/Lf2pkdxDTr",No violence,neutral,hateful,targeted,aggressive
"@GretaThunberg con una sola noche de celebrar, y celebrar una fiesta totalmente estúpida... TODO MEXICO AMANECIÓ BAJO UNA NUBE CONTAMINANTE TERRIBLE... no son los gobiernos los que tienen la culpa de la contaminación... ES LA IGNORANCIA DE LOS PUEBLOS, ahh pos como la tuya",No violence,negative,no hateful,no targeted,no aggressive
"gente que se siente amenazada por Greta Thunberg, episodio mil millón:

Histérica, puta y majareta: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/4vCKN45u3W vía @elpais_tec",No violence,negative,hateful,targeted,aggressive
#LoMásLeído👉 Carmen Lomana arremete contra Greta Thunberg: «Esta niña es patética» https://t.co/REr0yPDML8,No violence,negative,hateful,targeted,aggressive
"@LaFallaras Muy cierto Cristina, esta puta mafia católica, pretende anular a la mujer, con este tipo de enseñanzas subliminales, ( Aunque no tanto). 
Toda mi  ADMIRACIÓN, y apoyo, para.las miles de mujeres fuertes, y no vírgenes como tu. Por cierto, yo tampoco soy virgen. Soy pecador.🤮",No violence,negative,no hateful,no targeted,no aggressive
"Bolsonaro reacciona así tras las críticas de la joven por la muerte reciente de dos indios en la Amazonía.
https://t.co/xAFgtwThvO",No violence,negative,no hateful,no targeted,no aggressive
Greta Thunberg tendrá la protección de Interior de una persona de «importante proyección pública» https://t.co/8FYDG0SACN,No violence,neutral,no hateful,no targeted,no aggressive
"@InesArrimadas A ver Inés, que no te enteras.
Lo de la inmunidad de Junqueras fué una auténtica chapuza.
Ahora es cuando se defiende al Estado.
Quítate de una puta vez la venda de los ojos.
Que se excarcele a Junqueras para recoger el acta es defender al Estado. Si no, otro ridiculo más.",No violence,negative,no hateful,no targeted,no aggressive
La doctrina tras el caso de 'la manada' que se aplica al caso Arandina: intimidación ambiental y condena por cooperación en cada delito de agresión https://t.co/9rRPriHjSu Por @lauracorama https://t.co/u7xmamDepH,No violence,neutral,no hateful,no targeted,no aggressive
"Vox, ese partido para el que los violadores (inmigrantes) deberian ser expulsados o ser encerrados bajo la PPR, mientras que con los jugadores del Arandina 38 años de prisión es mucho. Alguno seguirá diciendo que la nacionalidad no tiene nada que ver con esto.
#Arandina",No violence,negative,hateful,no targeted,no aggressive
"@susanadiaz Tal día como hoy CumFraude se reúnen con EH Bildu, olvidándose de los centenares asesinados por ETA, y tú no dices que los diputados socialistas andaluces votarán NO a la investidura. Eres otro fraude por 38 años del que nos hemos librado.",No violence,negative,no hateful,no targeted,no aggressive
"Ya sabéis que uno de los cometidos de Bolsonaro, cuando se dio el golpe de estado en Brasil, era la deforestación de la Amazonia y, naturalmente, los asesinatos de indígenas formaban parte de su acuerdo. https://t.co/E3bKVUuLHC",No violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras @Adrilastra Qué tiene en la cabeza una persona adulta para llamar fulana a una niña de 15 años, por muchas o pocas relaciones que haya tenido y si tiene o no problemas psicológicos. Llamar fulana a una niña, o a cualquiera, retrata al cerdo o cerda que lo hace... Horrorizado!",No violence,negative,no hateful,no targeted,no aggressive
Caso Arandina | Convocan una manifestación de apoyo a los exjugadores de la Arandina condenados por agresión sexual ➡ Bajo los hashtag #Yosioscreo y #Estonoacabaaquí se reunirán en la Plaza Mayor de la localidad a las 18 horas. Te lo contamos aquí https://t.co/G9q9hxARtU https://t.co/HQT6asAxWb,No violence,neutral,no hateful,no targeted,no aggressive
"@elespectador @GretaThunberg @RevistaCromos Esa ""mocosa histérica"" le está abriendo los ojos al mundo, ojalá que existieran miles de ellas",No violence,negative,hateful,targeted,aggressive
@Bellaca_RM ¿No le han caido menos de 38 años? #noSabo,No violence,neutral,no hateful,no targeted,no aggressive
"El presidente de Brasil, Jair Bolsonaro, trató este martes de ""mocosa"" a Greta Thunberg, después que la joven activista sueca condenara el asesinato de dos indígenas en la Amazonía https://t.co/9MEBXYZWYS",No violence,negative,no hateful,no targeted,no aggressive
"@el_pais Que graciosos, siempre salen con lo de histérica. Ya imagino que sí en vez de Greta fuese Johan más de uno mencionaría sus coj.... Qué tío, como planta cara a Trump y otros.",No violence,negative,no hateful,no targeted,no aggressive
"Los que se lo han montado de puta madre son los padres de la Greta Tumber, han vendido a su hija a las instituciones mundiales y ahora viven del cuento.",No violence,negative,no hateful,no targeted,no aggressive
#COP25 | Los activistas dejan sola a Greta Thunberg a su llegada a Madrid ➡ Un centenar de periodistas y un improvisado cordón policial reciben a la activista sueca en la estación de Chamartín. https://t.co/p5qTU5x1W7 https://t.co/aXOxBLggsd,No violence,neutral,no hateful,no targeted,no aggressive
Me vuelvo loca por Greta LPM,No violence,negative,no hateful,no targeted,no aggressive
"@InesArrimadas Que puta vergüenza. El resto de presos que les den. Este es el Gobierno que han votado.
VIVA ESPAÑA.
VIVA LA CONSTITUCIÓN.
VIVA EL REY.",No violence,negative,no hateful,no targeted,no aggressive
"Greta Thunberg reivindica a los científicos: ""Que su voz se haga más fuerte"" https://t.co/bF2zy2N07P",No violence,positive,no hateful,no targeted,no aggressive
"Y luego crean un producto de marketing como Greta Thunberg para presionar a los políticos, y así nos acabaran jodiendo a todos.
Ojalá pete el planeta y nos vayamos todos a tomar por culo, por lo menos dejaríamos de aguantar a los gilipollas de turno.",No violence,negative,no hateful,no targeted,no aggressive
"Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter | Tecnología | EL PAÍS https://t.co/RAqIS8ceZ5",No violence,negative,hateful,targeted,aggressive
"🚨ÚLTIMA HORA🚨Los condenados del caso Arandina, en libertad en espera de decisión judicial",No violence,neutral,no hateful,no targeted,no aggressive
Lo de los chavales del arandina es un poco vergüencita no?,No violence,negative,no hateful,no targeted,no aggressive
"@napomalaguista Estamos hablando del caso ""Arandina"". Gracias por decir que tengo la razón. Para el resto de causisticas está el Código Penal. No debato por debatir. Chao.",No violence,neutral,no hateful,no targeted,no aggressive
"@LaFallaras El relato abolicionista es falaz. El abolicionismo fomenta la trata. No es más esclava una puta que una aparadora que se tira 16 horas detrás de una máquina de coser, por 3 céntimos las pieza.",No violence,negative,hateful,targeted,aggressive
"Bolsonaro llamó «mocosa» a la activista ambiental sueca, Greta Thunberg https://t.co/jelvzpLGjz https://t.co/cxUVWPne3R",No violence,negative,no hateful,no targeted,no aggressive
"""Una mocosa como esa"": Bolsonaro carga contra Greta Thunberg por denunciar asesinato de indígenas en Brasil https://t.co/DtlGVKeJFd @MEJOR ""mocosa-o"", que ASESINO y CORRUPTO de su propio Pueblo,",No violence,negative,hateful,targeted,aggressive
38 años de cárcel para los de la Arandina https://t.co/6GX0w1IdRv https://t.co/1r6UvzoQmt,No violence,neutral,no hateful,no targeted,no aggressive
"@LaFallaras No sé quien eres, y me da igual la verdad, pero salvo insultos como vieja, loca, guarra, jamás he visto un comportamiento así como que te escupan en la calle. Vives en un barrio de la Edad Media o como va? Agradeceria respuestas normales grax",No violence,negative,hateful,targeted,aggressive
"@InesArrimadas Anda, pero todavía existí? 😂😂😂. Los españoles como tú dices, ya os pusieron donde estáis, osea en la Puta irrelevancia.
Ale a seguir echando bilis. 😩😩😩",No violence,negative,no hateful,no targeted,no aggressive
Entre esto y #arandina yo como hombre tengo miedo a hacer mi vida @vox_es te necesitamos https://t.co/UJp5eZuKiD,No violence,negative,no hateful,no targeted,no aggressive
@AFPespanol @realDonaldTrump @GretaThunberg @polcostac Cómo pueden invitar a ese idiota arrogante a una cumbre sobre el clima cuando ha renunciado al protocolo de Kyoto y todo convenios pa proteger el ambiente!,No violence,negative,no hateful,no targeted,no aggressive
"""Una mocosa como esa"": Bolsonaro carga contra Greta Thunberg por denunciar asesinato de indígenas en Brasil - RT EL MOCOSO ES BOLSONARO https://t.co/GGnSDPMI9t",No violence,negative,hateful,targeted,aggressive
"Llamando loca a Greta, puteros y viciosos a los de la COP25.

Mi padre. https://t.co/Cq30y4rhWd",No violence,negative,hateful,no targeted,aggressive
@AdaColau Vaya puta mierda,No violence,negative,no hateful,no targeted,no aggressive
